"country","project","id","year","month","date","site","treatment","plot_id","functional_group","family","name_2020","genus","species","individual_nr","plant_height_cm","nr_leaves","bulk","wet_mass_total_g","leaf_thickness_1_mm","leaf_thickness_2_mm","leaf_thickness_3_mm","dry_mass_total_g","number_leaves_scan","leaf_area_total_cm2","wet_mass_g","dry_mass_g","leaf_area_cm2","sla_cm2_g","ldmc","leaf_thickness_ave_mm","area_flag","dry_flag","wet_flag"
"PE","PFTC5","ASR6625",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,8,1,NA,0.028,0.094,0.145,0.164,0.007,2,1.833,0.028,0.007,1.833,261.857142857143,0.25,0.134333333333333,NA,NA,NA
"PE","PFTC5","AUL0806",2020,"March","2020-03-12","ACJ","C",1,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,11,3,NA,0.073,0.221,0.21,0.208,0.0162,1,2.487,0.0243333333333333,0.0054,0.829,153.518518518519,0.221917808219178,0.213,NA,NA,NA
"PE","PFTC5","AUD7270",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,19,3,NA,0.1,0.137,0.168,0.211,0.0294,1,7.776,0.0333333333333333,0.0098,2.592,264.489795918367,0.294,0.172,NA,NA,NA
"PE","PFTC5","AAX4219",2020,"March","2020-03-12","ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,12,2,NA,0.084,0.122,0.128,0.166,0.0228,1,6.221,0.042,0.0114,3.1105,272.850877192982,0.271428571428571,0.138666666666667,NA,NA,NA
"PE","PFTC5","ADM3986",2020,"March","2020-03-12","ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",3,5,5,NA,0.14,0.299,0.308,0.4,0.0371,2,2.951,0.028,0.00742,0.5902,79.5417789757412,0.265,0.335666666666667,NA,NA,NA
"PE","PFTC5","ACX1351",2020,"March","2020-03-12","ACJ","C",4,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,2,1,NA,0.175,0.333,0.252,0.355,0.0598,5,4.235,0.175,0.0598,4.235,70.819397993311,0.341714285714286,0.313333333333333,NA,NA,NA
"PE","PFTC5","AVB4528",2020,"March","2020-03-12","ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,6,2,NA,0.096,0.24,0.248,0.248,0.0313,1,3.334,0.048,0.01565,1.667,106.517571884984,0.326041666666667,0.245333333333333,NA,NA,NA
"PE","PFTC5","AVJ3855",2020,"March","2020-03-12","ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,6,3,NA,0.127,0.249,0.236,0.244,0.0416,1,4.069,0.0423333333333333,0.0138666666666667,1.35633333333333,97.8125,0.32755905511811,0.243,NA,NA,NA
"PE","PFTC5","AVE4471",2020,"March","2020-03-12","ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,6,4,NA,0.143,0.267,0.249,0.233,0.0445,2,3.306,0.03575,0.011125,0.8265,74.2921348314607,0.311188811188811,0.249666666666667,NA,NA,NA
"PE","PFTC5","AVG6257",2020,"March","2020-03-12","ACJ","C",3,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,6,5,NA,0.066,0.24,0.221,0.218,0.0231,1,2.604,0.0132,0.00462,0.5208,112.727272727273,0.35,0.226333333333333,NA,NA,NA
"PE","PFTC5","ACF7763",2020,"March","2020-03-12","ACJ","C",3,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,NA,3,NA,0.06,0.34,0.367,0.337,0.0156,1,2.073,0.02,0.0052,0.691,132.884615384615,0.26,0.348,NA,NA,NA
"PE","PFTC5","BHD6397",2020,"March","2020-03-12","ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,12,2,"5",0.098,0.248,0.301,0.226,0.0414,5,2.746,0.049,0.0207,1.373,66.3285024154589,0.422448979591837,0.258333333333333,NA,NA,NA
"PE","PFTC5","BGV5645",2020,"March","2020-03-12","ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",2,12,1,"5",0.779,0.426,0.26,0.366,0.0458,5,3.175,0.779,0.0458,3.175,69.3231441048035,0.058793324775353,0.350666666666667,NA,NA,NA
"PE","PFTC5","AZH7991",2020,"March","2020-03-12","ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,35,NA,"5",0.085,0.478,0.47,0.467,0.0362,5,2.382,NA,NA,NA,NA,NA,0.471666666666667,NA,NA,NA
"PE","PFTC5","BJV0427",2020,"March","2020-03-12","ACJ","C",5,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",3,23,NA,"5",0.118,0.524,0.512,0.505,0.055,5,3.079,NA,NA,NA,NA,NA,0.513666666666667,NA,NA,NA
"PE","PFTC5","BAS8693",2020,"March","2020-03-12","ACJ","C",2,"Woody","Ericaceae","Pernettya prostrata","Pernettya","prostrata",1,30,NA,"5",0.138,0.697,0.691,0.694,0.0571,5,2.491,NA,NA,NA,NA,NA,0.694,NA,NA,NA
"PE","PFTC5","BBA5533",2020,"March","2020-03-12","ACJ","C",2,"Woody","Ericaceae","Pernettya prostrata","Pernettya","prostrata",3,16,NA,"5",0.128,0.581,0.601,0.608,0.0417,5,3.218,NA,NA,NA,NA,NA,0.596666666666667,NA,NA,NA
"PE","PFTC5","BAO4136",2020,"March","2020-03-12","ACJ","C",5,"Woody","Melastomataceae","Miconia rotundifolia","Miconia","rotundifolia",3,7,NA,NA,0.064,0.424,0.63,0.608,0.0161,1,1.618,NA,NA,NA,NA,NA,0.554,NA,NA,NA
"PE","PFTC5","AZX9133",2020,"March","2020-03-12","ACJ","C",1,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,25,4,"5",0.077,0.438,0.43,0.378,0.0335,5,2.422,0.01925,0.008375,0.6055,72.2985074626866,0.435064935064935,0.415333333333333,NA,NA,NA
"PE","PFTC5","AZS4412",2020,"March","2020-03-12","ACJ","C",1,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",2,31,1,NA,0.039,0.106,0.145,0.126,0.0169,57,2.819,0.039,0.0169,2.819,166.804733727811,0.433333333333333,0.125666666666667,NA,NA,NA
"PE","PFTC5","BAW3818",2020,"March","2020-03-12","ACJ","C",2,"Woody","Ericaceae","Pernettya prostrata","Pernettya","prostrata",2,34,NA,"5",0.063,0.422,0.399,0.419,0.0231,5,1.812,NA,NA,NA,NA,NA,0.413333333333333,NA,NA,NA
"PE","PFTC5","AYX1168",2020,"March","2020-03-12","ACJ","C",3,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",3,24,1,NA,0.034,0.133,0.099,0.084,0.0128,53,1.944,0.034,0.0128,1.944,151.875,0.376470588235294,0.105333333333333,NA,NA,NA
"PE","PFTC5","BGO2684",2020,"March","2020-03-12","ACJ","C",5,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",2,21,1,NA,0.027,0.082,0.056,0.1,0.0114,43,1.799,0.027,0.0114,1.799,157.80701754386,0.422222222222222,0.0793333333333333,NA,NA,NA
"PE","PFTC5","AZZ2175",2020,"March","2020-03-12","ACJ","C",3,"Fern","Lycopodiaceae","Lycopodium clavatum","Lycopodium","clavatum",2,8,1,NA,0.252,0.185,0.18,0.109,0.0947,247,9.92,0.252,0.0947,9.92,104.751847940866,0.375793650793651,0.158,NA,NA,NA
"PE","PFTC5","BGS2584",2020,"March","2020-03-12","ACJ","C",5,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",3,24,1,NA,0.031,0.095,0.075,0.061,0.0112,33,1.854,0.031,0.0112,1.854,165.535714285714,0.361290322580645,0.077,NA,NA,NA
"PE","PFTC5","BEN2415",2020,"March","2020-03-12","ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",2,41,5,NA,0.569,0.18,0.237,0.247,0.2625,3,22.535,0.1138,0.0525,4.507,85.847619047619,0.461335676625659,0.221333333333333,NA,NA,NA
"PE","PFTC5","BFB3216",2020,"March","2020-03-12","ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,48,5,NA,0.694,0.245,0.242,0.254,0.2709,16,26.932,0.1388,0.05418,5.3864,99.4167589516427,0.390345821325648,0.247,NA,NA,NA
"PE","PFTC5","BEV7128",2020,"March","2020-03-12","ACJ","C",5,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",1,48,3,NA,0.841,0.253,0.245,0.254,0.3058,6,30.182,0.280333333333333,0.101933333333333,10.0606666666667,98.6984957488555,0.363614744351962,0.250666666666667,NA,NA,NA
"PE","PFTC5","BAQ2582",2020,"March","2020-03-12","ACJ","C",1,"Fern","Lycopodiaceae","Lycopodium clavatum","Lycopodium","clavatum",1,24,1,NA,0.173,0.111,0.14,0.167,0.0706,315,8.071,0.173,0.0706,8.071,114.320113314448,0.408092485549133,0.139333333333333,NA,NA,NA
"PE","PFTC5","AZL7227",2020,"March","2020-03-12","ACJ","C",5,"Woody","Melastomataceae","Miconia rotundifolia","Miconia","rotundifolia",1,6,NA,NA,0.119,0.482,0.454,0.444,0.0286,1,3.206,NA,NA,NA,NA,NA,0.46,NA,NA,NA
"PE","PFTC5","AWB0237",2020,"March","2020-03-12","ACJ","C",2,"Woody","Melastomataceae","Miconia rotundifolia","Miconia","rotundifolia",1,14,NA,NA,0.069,0.393,0.47,0.443,0.0161,1,1.924,NA,NA,NA,NA,NA,0.435333333333333,NA,NA,NA
"PE","PFTC5","AYY7742",2020,"March","2020-03-12","ACJ","C",2,"Woody","Melastomataceae","Miconia rotundifolia","Miconia","rotundifolia",2,15,NA,NA,0.084,0.502,0.402,0.429,0.0189,1,2.147,NA,NA,NA,NA,NA,0.444333333333333,NA,NA,NA
"PE","PFTC5","BCU4388",2020,"March","2020-03-12","ACJ","C",2,"Woody","Melastomataceae","Miconia rotundifolia","Miconia","rotundifolia",3,16,NA,NA,0.119,0.527,0.505,0.489,0.03,1,2.854,NA,NA,NA,NA,NA,0.507,NA,NA,NA
"PE","PFTC5","BEQ4363",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,44,1,NA,0.371,0.248,0.236,0.242,0.1615,6,16.07,0.371,0.1615,16.07,99.5046439628483,0.435309973045822,0.242,NA,NA,NA
"PE","PFTC5","BEY0184",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,44,2,NA,0.299,0.275,0.258,0.221,0.1185,6,12.383,0.1495,0.05925,6.1915,104.497890295359,0.396321070234114,0.251333333333333,NA,NA,NA
"PE","PFTC5","BKQ1585",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",1,23,NA,NA,0.446,0.247,0.213,0.226,0.1487,5,15.067,NA,NA,NA,NA,NA,0.228666666666667,NA,NA,NA
"PE","PFTC5","BKM1599",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Cyperaceae","Carex pichinchensis","Carex","pichinchensis",2,22,NA,NA,0.357,0.279,0.212,0.202,0.1153,6,15.544,NA,NA,NA,NA,NA,0.231,NA,NA,NA
"PE","PFTC5","BEU6992",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,44,3,NA,0.419,0.184,0.243,0.253,0.1727,7,16.864,0.139666666666667,0.0575666666666667,5.62133333333333,97.6491024898668,0.412171837708831,0.226666666666667,NA,NA,NA
"PE","PFTC5","BEM5407",2020,"March","2020-03-12","ACJ","C",4,"Gramminoid","Cyperaceae","Rhynchospora macrochaeta","Rhynchospora","macrochaeta",3,44,4,NA,0.463,0.259,0.253,0.233,0.1974,7,18.631,0.11575,0.04935,4.65775,94.3819655521783,0.426349892008639,0.248333333333333,NA,NA,NA
"PE","PFTC5","AZU4350",2020,"March","2020-03-12","ACJ","C",5,"Woody","Melastomataceae","Miconia rotundifolia","Miconia","rotundifolia",2,7,NA,NA,0.088,0.278,0.289,0.266,0.0168,1,2.31,NA,NA,NA,NA,NA,0.277666666666667,NA,NA,NA
"PE","PFTC5","BCO4071",2020,"March","2020-03-12","ACJ","C",5,"Forb","Asteraceae","Chaptalia cordata","Chaptalia","cordata",1,24,NA,NA,0.838,0.416,0.542,0.353,0.1662,7,14.207,NA,NA,NA,NA,NA,0.437,NA,NA,NA
"PE","PFTC5","AHL5228",2020,"March","2020-03-12","ACJ","C",2,"Forb","Asteraceae","Chaptalia cordata","Chaptalia","cordata",3,5,NA,NA,0.118,0.292,0.34,0.311,0.0196,1,2.819,NA,NA,NA,NA,NA,0.314333333333333,NA,"AHL522BCU8",NA
"PE","PFTC5","AHM4164",2020,"March","2020-03-12","ACJ","C",2,"Forb","Asteraceae","Chaptalia cordata","Chaptalia","cordata",2,15,NA,NA,0.573,0.375,0.337,0.371,0.1268,1,12.333,NA,NA,NA,NA,NA,0.361,NA,NA,NA
"PE","PFTC5","AHN7253",2020,"March","2020-03-12","ACJ","C",2,"Forb","Asteraceae","Chaptalia cordata","Chaptalia","cordata",1,4,NA,NA,0.117,0.3,0.39,0.336,0.0195,1,2.75,NA,NA,NA,NA,NA,0.342,NA,NA,NA
"PE","PFTC5","BIH0217",2020,"March","2020-03-12","ACJ","C",2,"Woody","Ericaceae","Gaultheria glomerata","Gaultheria","glomerata",3,NA,NA,NA,0.108,0.442,0.421,0.416,0.0263,1,2.54,NA,NA,NA,NA,NA,0.426333333333333,NA,NA,NA
"PE","PFTC5","AZK4604",2020,"March","2020-03-12","ACJ","C",2,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",1,41,1,NA,0.046,0.051,0.057,0.136,0.0184,80,2.808,0.046,0.0184,2.808,152.608695652174,0.4,0.0813333333333333,NA,NA,NA
"PE","PFTC5","AZG0737",2020,"March","2020-03-12","ACJ","C",1,"Woody","Hypericaceae","Hypericum andinum","Hypericum","andinum",1,19,1,NA,0.047,0.075,0.086,0.067,0.0168,99,2.791,0.047,0.0168,2.791,166.130952380952,0.357446808510638,0.076,NA,NA,NA
"PE","PFTC5","ABV7405",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,18,3,NA,0.064,0.111,0.109,NA,0.0193,1,5.176,0.0213333333333333,0.00643333333333333,1.72533333333333,268.186528497409,0.3015625,0.11,NA,NA,NA
"PE","PFTC5","ASQ7083",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,18,1,NA,0.081,0.98,0.96,NA,0.0204,1,4.316,0.081,0.0204,4.316,211.56862745098,0.251851851851852,0.97,NA,NA,NA
"PE","PFTC5","ASP0769",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,18,2,NA,0.074,0.104,0.11,NA,0.0211,1,5.444,0.037,0.01055,2.722,258.009478672986,0.285135135135135,0.107,NA,NA,NA
"PE","PFTC5","AEW0937",2020,"March","2020-03-12","ACJ","C",3,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,16,2,NA,0.095,0.112,0.118,NA,0.023,1,5.83,0.0475,0.0115,2.915,253.478260869565,0.242105263157895,0.115,NA,NA,NA
"PE","PFTC5","AEX8835",2020,"March","2020-03-12","ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,18,3,NA,0.084,0.128,0.135,NA,0.0221,1,6.513,0.028,0.00736666666666667,2.171,294.705882352941,0.263095238095238,0.1315,NA,NA,NA
"PE","PFTC5","ADN2106",2020,"March","2020-03-12","ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,18,5,NA,0.049,0.106,0.11,NA,0.013,1,3.637,0.0098,0.0026,0.7274,279.769230769231,0.26530612244898,0.108,NA,NA,NA
"PE","PFTC5","ACU2880",2020,"March","2020-03-12","ACJ","C",2,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,8,2,NA,0.026,0.126,0.129,NA,0.0072,1,1.878,0.013,0.0036,0.939,260.833333333333,0.276923076923077,0.1275,NA,NA,NA
"PE","PFTC5","BHC0873",2020,"March","2020-03-12","ACJ","C",3,"Woody","Ericaceae","Vaccinium floribundum","Vaccinium","floribundum",1,27,5,"5",0.078,0.485,0.516,0.538,0.0322,5,2.134,0.0156,0.00644,0.4268,66.2732919254658,0.412820512820513,0.513,NA,NA,NA
"PE","PFTC5","AII6146",2020,"March","2020-03-12","QUE","BB",5,"Forb","Asteraceae","Werneria nubigena","Werneria","nubigena",2,5,NA,NA,0.173,0.571,0.585,0.617,0.0415,1,3.099,NA,NA,NA,NA,NA,0.591,NA,NA,NA
"PE","PFTC5","AWV1958",2020,"March","2020-03-12","QUE","BB",4,"Forb","Asteraceae","Werneria nubigena","Werneria","nubigena",3,5,NA,NA,0.179,0.525,0.618,0.67,0.0417,1,2.726,NA,NA,NA,NA,NA,0.604333333333333,NA,NA,NA
"PE","PFTC5","BCE4857",2020,"March","2020-03-12","QUE","BB",3,"Forb","Asteraceae","Aphanactis villosa","Aphanactis","villosa",1,4,NA,"4",0.062,0.231,0.229,0.253,0.0109,5,2.142,NA,NA,NA,NA,NA,0.237666666666667,NA,NA,NA
"PE","PFTC5","ATQ5697",2020,"March","2020-03-12","QUE","BB",4,"Forb","Asteraceae","Werneria nubigena","Werneria","nubigena",1,5,NA,NA,0.145,0.486,0.523,0.586,0.0347,2,2.428,NA,NA,NA,NA,NA,0.531666666666667,NA,NA,NA
"PE","PFTC5","AZT6482",2020,"March","2020-03-12","QUE","BB",2,"Forb","Caprifoliaceae","Belonanthus hispidus","Belonanthus","hispidus",1,0.3,NA,"10",0.045,0.253,0.275,0.261,0.0091,11,1.112,NA,NA,NA,NA,NA,0.263,NA,NA,NA
"PE","PFTC5","AIO3417",2020,"March","2020-03-12","QUE","BB",1,"Forb","Euphobiaceae","Euphorbia huanchahana","Euphorbia","huanchahana",1,2,NA,"5",0.042,0.067,0.058,0.097,0.01,5,2.188,NA,NA,NA,NA,NA,0.074,NA,NA,NA
"PE","PFTC5","BJH6832",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Aphanactis villosa","Aphanactis","villosa",3,0.15,NA,"5",0.218,0.343,0.317,0.333,0.018,5,3.507,NA,NA,NA,NA,NA,0.331,NA,NA,NA
"PE","PFTC5","BJL1279",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Aphanactis villosa","Aphanactis","villosa",2,0.9,NA,"5",0.239,0.368,0.361,0.299,0.0219,6,4.092,NA,NA,NA,NA,NA,0.342666666666667,NA,NA,NA
"PE","PFTC5","BJP1274",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Aphanactis villosa","Aphanactis","villosa",1,0.13,NA,"5",0.239,0.326,0.268,0.315,0.0246,6,5.446,NA,NA,NA,NA,NA,0.303,NA,NA,NA
"PE","PFTC5","AIU5769",2020,"March","2020-03-12","QUE","BB",1,"Forb","Euphobiaceae","Euphorbia huanchahana","Euphorbia","huanchahana",2,2,NA,"5",0.035,0.082,0.068,0.041,0.0093,5,1.906,NA,NA,NA,NA,NA,0.0636666666666667,NA,NA,NA
"PE","PFTC5","BJR3132",2020,"March","2020-03-12","QUE","BB",4,"Forb","Euphobiaceae","Euphorbia huanchahana","Euphorbia","huanchahana",2,0.11,NA,NA,0.045,0.243,0.224,0.242,0.0124,5,2.544,NA,NA,NA,NA,NA,0.236333333333333,NA,NA,NA
"PE","PFTC5","AJC2607",2020,"March","2020-03-12","QUE","BB",5,"Forb","Asteraceae","Oreithales integrifolia","Oreithales","integrifolia",2,0.33,NA,"1",0.469,0.6,0.605,0.52,0.0702,1,4.203,NA,NA,NA,NA,NA,0.575,NA,NA,NA
"PE","PFTC5","BAR3619",2020,"March","2020-03-12","ACJ","C",1,"Fern","Lycopodiaceae","Lycopodium clavatum","Lycopodium","clavatum",2,22,1,NA,0.15,0.202,0.135,0.197,0.0627,236,7.45,0.15,0.0627,7.45,118.819776714514,0.418,0.178,NA,NA,NA
"PE","PFTC5","BHE1948",2020,"March","2020-03-12","ACJ","C",3,"Fern","Lycopodiaceae","Lycopodium clavatum","Lycopodium","clavatum",1,13,1,NA,0.167,0.139,0.162,0.114,0.0636,220,7.671,0.167,0.0636,7.671,120.61320754717,0.380838323353293,0.138333333333333,NA,NA,NA
"PE","PFTC5","AUQ9983",2020,"March","2020-03-12","ACJ","C",1,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",2,10,4,NA,0.017,0.086,0.078,0.095,0.0039,2,1.697,0.00425,0.000975,0.42425,435.128205128205,0.229411764705882,0.0863333333333333,NA,NA,NA
"PE","PFTC5","ABO2241",2020,"March","2020-03-12","ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,3,2,NA,0.055,0.208,0.211,0.218,0.013,1,1.859,0.0275,0.0065,0.9295,143,0.236363636363636,0.212333333333333,NA,NA,NA
"PE","PFTC5","ACJ5842",2020,"March","2020-03-12","ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,7,3,NA,0.065,0.125,0.108,0.092,0.0164,1,1.993,0.0216666666666667,0.00546666666666667,0.664333333333333,121.524390243902,0.252307692307692,0.108333333333333,NA,NA,NA
"PE","PFTC5","ACL0820",2020,"March","2020-03-12","ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",2,7,4,NA,0.057,0.1,0.114,0.118,0.0133,1,1.715,0.01425,0.003325,0.42875,128.947368421053,0.233333333333333,0.110666666666667,NA,NA,NA
"PE","PFTC5","ATL3676",2020,"March","2020-03-12","ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",1,18,1,NA,0.074,0.168,0.165,0.114,0.0213,1,6.359,0.074,0.0213,6.359,298.544600938967,0.287837837837838,0.149,NA,NA,NA
"PE","PFTC5","ATC1189",2020,"March","2020-03-12","ACJ","C",5,"Forb","Gentianaceae","Halenia umbellata","Halenia","umbellata",3,3,1,NA,0.05,0.231,0.241,0.232,0.0105,2,1.544,0.05,0.0105,1.544,147.047619047619,0.21,0.234666666666667,NA,NA,NA
"PE","PFTC5","ASV2088",2020,"March","2020-03-12","ACJ","C",5,"Gramminoid","Poaceae","Paspalum bonplandianum","Paspalum","bonplandianum",3,13,1,NA,0.076,0.188,0.218,0.186,0.019,2,4.96,0.076,0.019,4.96,261.052631578947,0.25,0.197333333333333,NA,NA,NA
"PE","PFTC5","BAY7753",2020,"March","2020-03-12","ACJ","C",3,"Woody","Ericaceae","Pernettya prostrata","Pernettya","prostrata",2,24,NA,"5",0.102,0.565,0.551,0.511,0.0397,5,2.688,NA,NA,NA,NA,NA,0.542333333333333,NA,NA,NA
"PE","PFTC5","ALA5686",2020,"March","2020-03-12","ACJ","C",1,"Woody","Ericaceae","Pernettya prostrata","Pernettya","prostrata",2,41,NA,"5",0.083,0.452,0.417,0.396,0.0344,5,2.309,NA,NA,NA,NA,NA,0.421666666666667,NA,NA,NA
"PE","PFTC5","BAZ9444",2020,"March","2020-03-12","ACJ","C",3,"Woody","Ericaceae","Pernettya prostrata","Pernettya","prostrata",1,11,NA,"5",0.051,0.261,0.323,0.318,0.0206,5,1.808,NA,NA,NA,NA,NA,0.300666666666667,NA,NA,NA
"PE","PFTC5","AIR7210",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Werneria villosa","Werneria","villosa",3,2,NA,"15",0.07,0.332,0.288,0.254,0.022,17,2.45,NA,NA,NA,NA,NA,0.291333333333333,NA,NA,NA
"PE","PFTC5","AWC5502",2020,"March","2020-03-12","ACJ","C",5,"Woody","Ericaceae","Pernettya prostrata","Pernettya","prostrata",1,7,NA,"5",0.062,0.211,0.204,0.179,0.0184,5,1.901,NA,NA,NA,NA,NA,0.198,NA,NA,NA
"PE","PFTC5","ADB5258",2020,"March","2020-03-12","ACJ","C",2,"Forb","Rosaceae","Lachemilla orbiculata","Lachemilla","orbiculata",2,9,3,NA,0.164,0.225,0.224,0.197,0.0506,1,5.269,0.0546666666666667,0.0168666666666667,1.75633333333333,104.130434782609,0.308536585365854,0.215333333333333,NA,NA,NA
"PE","PFTC5","BJT8862",2020,"March","2020-03-12","QUE","BB",4,"Forb","Euphobiaceae","Euphorbia huanchahana","Euphorbia","huanchahana",3,0.1,NA,NA,0.031,0.248,0.224,0.182,0.0102,7,1.612,NA,NA,NA,NA,NA,0.218,NA,NA,NA
"PE","PFTC5","AKM5792",2020,"March","2020-03-12","QUE","BB",4,"Gramminoid","Cyperaceae","Carex pygmaea","Carex","pygmaea",1,4,NA,"3",0.117,0.187,0.184,0.19,0.034,3,3.853,NA,NA,NA,NA,NA,0.187,NA,NA,NA
"PE","PFTC5","AVY2334",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Antennaria linearifolia","Antennaria","linearifolia",2,2,NA,"3",0.058,0.263,0.273,0.309,0.0246,5,2.21,NA,NA,NA,NA,NA,0.281666666666667,NA,NA,NA
"PE","PFTC5","AWA4195",2020,"March","2020-03-12","QUE","BB",5,"Forb","Asteraceae","Antennaria linearifolia","Antennaria","linearifolia",2,2,NA,"5",0.153,0.286,0.248,0.23,0.0347,9,4.005,NA,NA,NA,NA,NA,0.254666666666667,"Area estimated",NA,NA
"PE","PFTC5","AVX8706",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Antennaria linearifolia","Antennaria","linearifolia",1,2,NA,"5",0.121,0.324,0.313,0.272,0.039,13,4.39,NA,NA,NA,NA,NA,0.303,"Area estimated",NA,NA
"PE","PFTC5","AWU8380",2020,"March","2020-03-12","QUE","BB",4,"Forb","Asteraceae","Werneria nubigena","Werneria","nubigena",2,62,NA,NA,0.216,0.732,0.621,0.506,0.047,3,3.504,NA,NA,NA,NA,NA,0.619666666666667,NA,NA,NA
"PE","PFTC5","AWX2425",2020,"March","2020-03-12","QUE","BB",3,"Forb","Asteraceae","Antennaria linearifolia","Antennaria","linearifolia",2,2,NA,NA,0.033,0.262,0.269,0.252,0.0091,5,0.907,NA,NA,NA,NA,NA,0.261,NA,NA,NA
"PE","PFTC5","AWY5774",2020,"March","2020-03-12","QUE","BB",3,"Forb","Asteraceae","Antennaria linearifolia","Antennaria","linearifolia",1,1,NA,"1",0.041,0.313,0.36,0.312,0.0106,3,0.941,NA,NA,NA,NA,NA,0.328333333333333,NA,NA,NA
"PE","PFTC5","BDI1045",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Werneria villosa","Werneria","villosa",5,0.15,NA,"10",0.052,0.204,0.292,0.207,0.0127,12,1.355,NA,NA,NA,NA,NA,0.234333333333333,NA,NA,NA
"PE","PFTC5","AUV5625",2020,"March","2020-03-12","QUE","BB",1,"Forb","Asteraceae","Antennaria linearifolia","Antennaria","linearifolia",4,2,NA,"5",0.133,0.281,0.288,0.171,0.0387,9,5.9375,NA,NA,NA,NA,NA,0.246666666666667,"Area estimated",NA,NA
